category,is_known,true_label,prediction,max_softmax,entropy,energy,odin,mahalanobis
Dicrurus_macrocercus,0,-1,27,0.9921409,-0.06075155,12.709943,0.013332713,-39.29655075073242
Limosa_limosa,1,43,43,0.99999976,-5.665434e-06,22.13015,0.01346206,-26.26110076904297
Corvus_macrorhynchos,1,24,24,0.9999827,-0.00024047587,19.420776,0.013418059,-41.4378547668457
Muscicapa_dauurica,0,-1,24,0.798236,-0.8918259,8.86858,0.013275397,-42.845130920410156
Prionochilus_maculatus,0,-1,12,0.71757805,-1.3999019,7.3540354,0.0132530555,-42.742393493652344
Aethopyga_siparaja,0,-1,22,0.56830305,-1.910343,5.8033066,0.013238663,-34.31641387939453
Halcyon_smyrnensis,1,38,38,1.0,-6.5611795e-07,25.470268,0.013500435,-20.553672790527344
Lonchura_punctulata,0,-1,4,0.99496484,-0.04521604,11.571692,0.013313287,-46.93503952026367
Sterna_hirundo,1,66,66,0.9999999,-4.377189e-06,20.289568,0.0134429205,-15.072188377380371
Sterna_hirundo,1,66,66,0.99999964,-8.08967e-06,20.337446,0.0134377675,-27.14980125427246
Calidris_ferruginea,1,15,15,1.0,-8.888588e-07,27.058634,0.013534243,-19.772001266479492
Lanius_cristatus,0,-1,49,0.34377107,-1.7675916,7.501333,0.01324661,-47.05691909790039
Xenus_cinereus,0,-1,72,0.9011072,-0.55458766,8.991465,0.013276444,-30.901023864746094
Dicaeum_cruentatum,0,-1,22,0.90998256,-0.509258,8.570493,0.013273791,-38.72577667236328
Vanellus_indicus,1,74,74,0.9475256,-0.28115934,11.677831,0.0133142285,-35.57086944580078
Butorides_striata,1,11,11,0.99977225,-0.0023908722,15.286825,0.013365893,-38.232608795166016
Himantopus_himantopus,1,39,39,0.9999995,-8.410774e-06,20.923246,0.013450649,-20.023574829101562
Aegithina_tiphia,1,4,4,0.9973828,-0.022748526,12.727966,0.013331512,-38.94755935668945
Falco_peregrinus,1,32,32,0.9998259,-0.0021101544,15.081394,0.013360096,-32.885101318359375
Zapornia_pusilla,1,75,75,0.9999993,-1.1851279e-05,19.781607,0.013429662,-31.757715225219727
Malacocincla_abbotti,0,-1,12,0.38450998,-2.0613241,7.09599,0.013239192,-40.059207916259766
Cacomantis_sepulcralis,0,-1,12,0.5706192,-1.8798151,7.178816,0.013244898,-33.7421760559082
Calidris_pugnax,0,-1,43,0.95269597,-0.19262788,16.786695,0.013378574,-32.9071159362793
Dicrurus_macrocercus,0,-1,27,0.97677886,-0.12113708,14.911845,0.013358644,-40.54478454589844
Strix_leptogrammica,0,-1,11,0.39898962,-2.3227205,4.9248834,0.01323758,-22.118812561035156
Psittacula_krameri,1,60,60,0.97251445,-0.1827913,10.6777315,0.013303805,-34.27785110473633
Orthotomus_atrogularis,1,51,51,0.9999962,-5.2799747e-05,29.334784,0.013555457,-38.03186798095703
Passer_montanus,1,54,54,1.0,-6.992578e-07,24.65981,0.013491034,-25.33050537109375
Arachnothera_longirostra,0,-1,52,0.9999926,-0.00010538404,19.532616,0.013422505,-28.909557342529297
Falco_tinnunculus,1,33,33,0.9999994,-1.0700789e-05,20.638681,0.013444848,-24.78824806213379
Chlidonias_hybrida,1,21,21,0.9999994,-8.811104e-06,23.802956,0.013481856,-19.92340660095215
Eudynamys_scolopaceus,1,31,31,1.0,-1.7862483e-06,22.114351,0.013462035,-28.82583236694336
Orthotomus_sericeus,0,-1,61,0.39408717,-2.2217839,7.3152866,0.013243048,-34.6309928894043
Acridotheres_tristis,1,0,0,0.6254476,-0.66775084,14.809733,0.013349934,-34.53969192504883
Todiramphus_chloris,0,-1,32,0.3010038,-2.938001,4.9090443,0.013219551,-38.95600509643555
Arenaria_interpres,1,10,10,0.9048082,-0.55387104,7.765512,0.013273025,-11.112527847290039
Cecropis_daurica,1,17,17,0.87582296,-0.5527751,10.629538,0.013305522,-35.61684036254883
Pellorneum_malaccense,0,-1,4,0.5360363,-1.006758,9.211324,0.0132750925,-42.87089920043945
Sterna_hirundo,1,66,66,1.0,-5.0692854e-08,28.62162,0.013543375,-43.72431182861328
Pandion_haliaetus,1,53,53,1.0,-5.440615e-07,24.181276,0.013489428,-22.541120529174805
Malacocincla_abbotti,0,-1,4,0.28427958,-2.4110742,6.871855,0.013234814,-41.37712097167969
Dendrocygna_javanica,0,-1,35,0.474587,-2.0682786,6.6351414,0.013246765,-40.38432693481445
Columba_livia,1,23,23,0.99998665,-0.00018889022,18.597704,0.013408854,-29.43376922607422
Cecropis_daurica,1,17,17,1.0,-1.9569772e-08,27.208158,0.013545503,-20.562114715576172
Spatula_clypeata,1,62,62,0.99828845,-0.016248997,13.019693,0.013337721,-37.941062927246094
Dicaeum_cruentatum,0,-1,36,0.37522823,-2.1625051,6.816423,0.013237838,-42.7113151550293
Tachybaptus_ruficollis,1,68,50,0.6631684,-1.3831239,7.7555847,0.013264198,-37.45493698120117
Charadrius_dubius,1,20,20,0.98731923,-0.093125865,10.836148,0.013304126,-35.83403015136719
Strix_leptogrammica,0,-1,47,0.8519849,-0.7396649,8.115906,0.013272594,-41.779327392578125
Dicrurus_macrocercus,0,-1,27,0.6314295,-1.4372411,7.0261774,0.0132521,-32.438873291015625
Pandion_haliaetus,1,53,60,0.33607596,-2.3247533,6.297193,0.013233561,-37.57612228393555
Dicrurus_paradiseus,1,28,28,0.64991903,-0.6949724,10.936756,0.013299565,-39.94316101074219
Spatula_querquedula,1,63,34,0.5831198,-0.8862215,8.655413,0.013273356,-29.67555046081543
Spilornis_cheela,1,65,65,0.44816953,-2.1984224,5.795693,0.013237718,-25.731111526489258
Eudynamys_scolopaceus,1,31,31,0.74543965,-0.99427533,8.303667,0.013271485,-44.303592681884766
Ficedula_zanthopygia,0,-1,25,0.9596847,-0.27484116,9.982787,0.01329256,-36.80858612060547
Halcyon_smyrnensis,1,38,38,1.0,-4.0995985e-07,25.97799,0.013510358,-22.596668243408203
Ploceus_philippinus,0,-1,1,0.6236027,-1.240425,9.983731,0.013277591,-47.61483383178711
Cacomantis_sonneratii,0,-1,48,0.56097174,-1.6580858,8.157337,0.013263383,-36.65782928466797
Acridotheres_tristis,1,0,0,0.9999999,-1.4612885e-06,23.734964,0.013479135,-47.94695281982422
Bubo_sumatranus,0,-1,18,0.42206925,-1.3234189,8.424476,0.013265835,-37.705413818359375
Orthotomus_atrogularis,1,51,51,0.9999918,-0.000111668334,21.22661,0.013440223,-40.5958137512207
Haliaeetus_ichthyaetus,0,-1,12,0.5927003,-1.3022038,9.4217825,0.013282201,-46.23114776611328
Mulleripicus_pulverulentus,0,-1,25,0.26924324,-2.585296,6.1802387,0.013227288,-40.099971771240234
Dicaeum_cruentatum,0,-1,15,0.46567613,-2.189248,7.638082,0.013247273,-45.309871673583984
Cacomantis_sonneratii,0,-1,4,0.95187104,-0.3331539,8.423031,0.013271578,-33.158287048339844
Malacocincla_abbotti,0,-1,52,0.38531086,-2.2936993,6.422179,0.013232175,-35.083465576171875
Acrocephalus_bistrigiceps,1,1,1,1.0,-1.0125479e-09,35.081123,0.013636595,-37.231773376464844
Nycticorax_nycticorax,1,50,50,0.9999845,-0.000197096,18.795654,0.013415151,-23.52531623840332
Pellorneum_malaccense,0,-1,27,0.7129227,-1.0436869,8.340683,0.01326906,-49.008541107177734
Lanius_cristatus,0,-1,13,0.51532227,-1.3577188,8.754732,0.013276838,-32.844947814941406
Gallinago_gallinago,1,34,34,1.0,-1.7218063e-07,26.645094,0.013518614,-40.9708251953125
Muscicapa_dauurica,0,-1,36,0.5833208,-1.5311737,6.703187,0.013248776,-29.527528762817383
Anthreptes_malacensis,0,-1,22,0.8846086,-0.44307554,12.683572,0.01332571,-36.8145751953125
Tyto_alba,1,73,73,1.0,-3.9585197e-07,23.615114,0.013480774,-13.934171676635742
Falco_tinnunculus,1,33,33,0.99999416,-8.12504e-05,20.99923,0.013445941,-28.035388946533203
Prionochilus_maculatus,0,-1,65,0.97191745,-0.19575931,9.889782,0.013296089,-28.340608596801758
Gallinula_chloropus,1,35,35,1.0,-2.4493192e-09,30.938477,0.013582878,-15.029537200927734
Anthreptes_malacensis,0,-1,22,0.29218897,-2.273778,6.7650976,0.013242144,-39.1654052734375
Orthotomus_ruficeps,0,-1,51,0.97336406,-0.16816574,10.84613,0.013307663,-36.891014099121094
Cecropis_daurica,1,17,17,1.0,-1.1838368e-10,32.757805,0.013610978,-19.918577194213867
Gallus_gallus,1,36,36,0.88038504,-0.68831176,8.057644,0.013262166,-35.65546798706055
Arachnothera_longirostra,0,-1,41,0.8913624,-0.5533118,9.020625,0.013273934,-36.66574478149414
Tringa_ochropus,1,71,70,0.45297918,-1.2905751,10.352381,0.013289479,-45.47844696044922
Eudynamys_scolopaceus,1,31,31,0.99999964,-4.914756e-06,25.612701,0.013504007,-24.014192581176758
Charadrius_mongolus,0,-1,10,0.43508962,-1.76902,7.991716,0.013253487,-30.230833053588867
Accipiter_trivirgatus,0,-1,49,0.41968986,-2.1041346,5.9402003,0.013248198,-39.33119201660156
Lanius_tigrinus,0,-1,2,0.723065,-1.088062,9.533316,0.013286518,-32.8050651550293
Gallinula_chloropus,1,35,35,1.0,-4.2581439e-13,42.41727,0.013736001,-21.393892288208008
Phylloscopus_coronatus,0,-1,27,0.58651096,-1.8019502,6.2304783,0.0132434275,-42.52841567993164
Dicrurus_macrocercus,0,-1,25,0.9975738,-0.02105418,16.302423,0.013376417,-39.36708068847656
Phylloscopus_coronatus,0,-1,44,0.9973999,-0.022038119,13.683292,0.013343356,-36.12004852294922
Nisaetus_cirrhatus,0,-1,12,0.17588659,-3.441597,4.795185,0.013203301,-28.937084197998047
Amaurornis_phoenicurus,1,6,6,1.0,-1.88287e-08,28.67646,0.013541439,-35.817665100097656
Chrysophlegma_miniaceum,0,-1,65,0.6016826,-1.6585569,7.140413,0.013257197,-43.376068115234375
Gallinago_megala,0,-1,75,0.6953327,-1.2829628,7.093479,0.013264086,-27.32721519470215
Halcyon_pileata,0,-1,38,0.68616325,-0.8261728,9.841773,0.013287964,-31.48613929748535
Charadrius_alexandrinus,1,19,19,0.9999161,-0.0010169427,16.958826,0.013395768,-19.194141387939453
Cacomantis_sonneratii,0,-1,27,0.78377753,-1.0564944,7.2243004,0.01325734,-32.7773551940918
Corvus_macrorhynchos,1,24,24,1.0,-1.7892549e-07,27.049742,0.013529175,-25.8359432220459
Cacomantis_sonneratii,0,-1,48,0.48486552,-1.6130995,9.262855,0.013272288,-38.52784729003906
Pelargopsis_capensis,1,55,55,0.9999932,-9.037312e-05,22.310108,0.013451389,-32.399879455566406
Hierococcyx_sparverioides,0,-1,65,0.67313206,-1.2697933,8.727938,0.013272539,-35.476131439208984
Sterna_hirundo,1,66,66,1.0,-7.130814e-10,33.299706,0.013618181,-38.229400634765625
Calidris_alba,1,13,13,0.5059602,-0.97643125,9.475425,0.013277861,-26.000703811645508
Merops_philippinus,0,-1,74,0.36367515,-2.289184,7.0059414,0.013241828,-40.212066650390625
Dicaeum_cruentatum,0,-1,52,0.16440567,-2.9859576,5.887451,0.013214148,-35.284446716308594
Gallicrex_cinerea,0,-1,18,0.39092588,-2.1871233,6.3289986,0.013233268,-41.93952178955078
Pachycephala_cinerea,0,-1,41,0.63441634,-1.668951,6.779198,0.013248136,-37.20353698730469
Hierococcyx_sparverioides,0,-1,12,0.7246605,-1.1794171,8.174857,0.013264664,-42.92012023925781
Cypsiurus_balasiensis,0,-1,1,0.42167184,-1.7942342,7.5705233,0.013256267,-38.7860107421875
Ardea_alba,1,7,7,0.9999932,-9.399741e-05,20.422844,0.013436887,-37.82341766357422
Ficedula_zanthopygia,0,-1,64,0.4577754,-1.8666916,7.0520873,0.01324578,-44.14621353149414
Hierococcyx_sparverioides,0,-1,50,0.23817708,-2.5560236,6.3158875,0.013235187,-27.172786712646484
Anthracoceros_albirostris,0,-1,44,0.67974365,-1.240767,8.128748,0.013271777,-39.69752883911133
Ducula_aenea,0,-1,23,0.73769,-1.0889137,9.185027,0.013272435,-39.828182220458984
Orthotomus_sutorius,1,52,52,1.0,-3.6648348e-11,37.232986,0.013664792,-26.41834259033203
Glareola_maldivarum,0,-1,15,0.31370497,-2.2787132,5.722065,0.013229609,-32.5811767578125
Orthotomus_atrogularis,1,51,51,0.9998124,-0.0022383416,15.907761,0.013374203,-38.27549362182617
Acrocephalus_bistrigiceps,1,1,1,1.0,-1.05978856e-07,29.64113,0.013559718,-33.61762619018555
Amaurornis_phoenicurus,1,6,6,1.0,-1.0830029e-08,28.409975,0.0135375,-39.31267166137695
Columba_livia,1,23,23,1.0,-5.458739e-11,34.256844,0.0136225,-21.59398651123047
Aegithina_tiphia,1,4,4,1.0,-7.0147436e-08,27.975313,0.013528672,-45.536964416503906
Mulleripicus_pulverulentus,0,-1,53,0.49794355,-1.9265336,7.212656,0.013250261,-34.509033203125
Muscicapa_dauurica,0,-1,26,0.9804258,-0.09708452,15.211534,0.013372887,-36.67321014404297
Dicrurus_macrocercus,0,-1,18,0.58990526,-1.281144,8.234491,0.013267862,-29.093915939331055
Merops_philippinus,0,-1,27,0.86319214,-0.66672075,8.6889105,0.013272532,-35.867061614990234
Hemiprocne_longipennis,0,-1,27,0.43512967,-2.3036048,6.338395,0.013231406,-30.92102813720703
Bubo_sumatranus,0,-1,56,0.24827564,-2.7852921,4.798097,0.013221187,-23.406471252441406
Calidris_ferruginea,1,15,15,0.99561214,-0.030394364,12.254758,0.013342726,-17.72006607055664
Lalage_nigra,0,-1,12,0.52128863,-1.9742692,6.178708,0.013238954,-33.31132888793945
Calidris_alba,1,13,13,0.9999896,-0.00014585754,18.13224,0.013410958,-23.316335678100586
Spatula_clypeata,1,62,62,0.9993149,-0.0064020236,16.054787,0.013382245,-30.148195266723633
Elanus_caeruleus,1,30,30,0.99999297,-0.00010105712,18.388908,0.013411774,-25.23686408996582
Aegithina_tiphia,1,4,4,0.9976509,-0.019523952,16.575119,0.013375629,-46.079627990722656
Terpsiphone_incei,0,-1,41,0.64702845,-0.8422221,11.256175,0.0133017795,-57.66873550415039
Zapornia_pusilla,1,75,75,1.0,-1.7637407e-07,25.626644,0.013512257,-26.80434226989746
Pellorneum_malaccense,0,-1,65,0.90467674,-0.58550465,7.881281,0.013267704,-33.88787078857422
Mixornis_gularis,1,44,44,1.0,-1.0640231e-06,23.059181,0.013475999,-31.372318267822266
Anthracoceros_albirostris,0,-1,55,0.6790784,-1.2657899,9.763393,0.013279319,-37.23356628417969
Egretta_garzetta,1,29,29,0.99999917,-1.5672613e-05,19.660265,0.013435827,-27.71334457397461
Vanellus_indicus,1,74,74,1.0,-1.2507e-08,27.234308,0.013530248,-22.33346176147461
Zapornia_pusilla,1,75,75,1.0,-1.3361354e-07,24.362764,0.013496183,-34.120548248291016
Gelochelidon_nilotica,1,37,37,1.0,-5.6981104e-08,31.610525,0.013590725,-19.211441040039062
Aethopyga_siparaja,0,-1,28,0.52644,-1.4731655,8.990919,0.013265199,-37.16398239135742
Garrulax_leucolophus,0,-1,18,0.3568417,-2.741507,5.966919,0.013223825,-32.044551849365234
Dicrurus_leucophaeus,1,27,27,0.99999964,-5.1906018e-06,24.127003,0.013481208,-38.789695739746094
Hierococcyx_sparverioides,0,-1,31,0.61313725,-1.4388094,10.288986,0.013277409,-37.553855895996094
Larvivora_cyane,0,-1,65,0.6890847,-1.600387,6.0130253,0.013247288,-34.0234375
Cuculus_micropterus,1,26,26,0.99998033,-0.00026200706,18.727827,0.013423102,-38.02787780761719
Dendrocygna_javanica,0,-1,42,0.3810198,-1.909896,7.5815864,0.013254067,-46.123905181884766
Sterna_hirundo,1,66,66,0.9983341,-0.014668691,13.150462,0.013341969,-24.992420196533203
Gallicrex_cinerea,0,-1,62,0.5052815,-1.3105423,10.095416,0.013285147,-45.5334358215332
Vanellus_indicus,1,74,74,0.99869007,-0.012380427,13.831449,0.013344483,-31.27699851989746
Aerodramus_fuciphagus,0,-1,45,0.33464795,-2.6534827,6.3655243,0.013227561,-35.01834487915039
Arachnothera_longirostra,0,-1,44,0.9997993,-0.00228728,17.044336,0.013380298,-41.336753845214844
Numenius_arquata,1,48,57,0.9999995,-8.661806e-06,22.529959,0.013475297,-24.064496994018555
Acridotheres_tristis,1,0,0,1.0,-2.8022572e-07,24.474932,0.013496185,-30.46515655517578
Lanius_cristatus,0,-1,27,0.69755995,-1.365799,8.469897,0.013267611,-40.1086540222168
Chlidonias_leucopterus,0,-1,0,0.37013477,-1.8497775,8.089201,0.013251835,-31.54175567626953
Acrocephalus_orientalis,1,2,2,1.0,-7.1860796e-08,27.179747,0.013524248,-29.228225708007812
Mulleripicus_pulverulentus,0,-1,65,0.1797457,-3.1028059,5.452991,0.013210804,-37.18174362182617
Orthotomus_atrogularis,1,51,51,0.9999906,-0.00014104988,18.276962,0.013401077,-41.79985809326172
Orthotomus_sericeus,0,-1,51,0.5366969,-0.8817688,11.270243,0.013300826,-38.28932189941406
Numenius_phaeopus,1,49,49,0.9428452,-0.2595517,12.164259,0.013325832,-35.545921325683594
Tachybaptus_ruficollis,1,68,68,0.67560786,-1.2503116,7.054586,0.013260844,-33.566864013671875
Tringa_ochropus,1,71,71,1.0,-3.4308372e-09,28.053259,0.013555034,-27.83417320251465
Arachnothera_longirostra,0,-1,44,0.99968934,-0.0029107558,18.32799,0.013405368,-43.08367156982422
Charadrius_dubius,1,20,20,1.0,-4.1145178e-08,27.407808,0.013528297,-42.19475555419922
Picus_vittatus,0,-1,36,0.40247014,-2.0896502,5.5612063,0.013232311,-25.969717025756836
Spatula_clypeata,1,62,62,1.0,-1.3031732e-07,25.994875,0.013504581,-26.53423500061035
Pluvialis_fulva,0,-1,2,0.6006942,-0.80226576,9.502996,0.01327608,-38.99985885620117
Aethopyga_siparaja,0,-1,11,0.3287926,-2.557424,6.0175395,0.013225937,-38.05595016479492
Calidris_ruficollis,0,-1,15,0.98022366,-0.13455817,9.933337,0.013301009,-20.73983383178711
Calidris_ferruginea,1,15,15,0.99727684,-0.019403776,18.293272,0.013406889,-26.006816864013672
Spatula_clypeata,1,62,62,1.0,-2.6924337e-07,28.296045,0.013537154,-41.100547790527344
Alcedo_meninting,0,-1,22,0.17265333,-2.8064976,5.549283,0.013218262,-32.095821380615234
Lalage_nigra,0,-1,58,0.9897322,-0.08294598,10.780215,0.0133089805,-37.88771438598633
Eurystomus_orientalis,0,-1,54,0.9153308,-0.2974312,12.676257,0.013331261,-21.383939743041992
Ardea_purpurea,1,9,9,0.99779725,-0.0212942,12.1355715,0.013326831,-35.18367385864258
Pycnonotus_goiavier,0,-1,28,0.7672122,-1.0681157,8.121146,0.013260043,-36.49213790893555
Pycnonotus_goiavier,0,-1,0,0.51338893,-1.025219,8.845943,0.013270873,-38.22418212890625
Charadrius_dubius,1,20,20,1.0,-1.4648533e-08,27.463339,0.013547621,-21.554533004760742
Picus_vittatus,0,-1,74,0.8084787,-0.86395645,10.223852,0.013290438,-45.797996520996094
Ficedula_mugimaki,0,-1,27,0.38007417,-1.922032,7.1537967,0.013241055,-46.37217712402344
Limosa_lapponica,1,42,42,0.99794835,-0.016706891,15.563611,0.01337533,-30.5346736907959
Pycnonotus_aurigaster,0,-1,55,0.3425872,-2.1500316,6.812506,0.01323758,-34.589900970458984
Psittacula_krameri,1,60,60,0.6550131,-1.0462599,8.433898,0.013272418,-29.759258270263672
Larvivora_cyane,0,-1,28,0.99899715,-0.008998101,15.003459,0.013362093,-40.13048553466797
Chrysophlegma_miniaceum,0,-1,18,0.27614176,-2.1719475,6.523553,0.013244357,-37.62103271484375
Tringa_brevipes,0,-1,72,0.45106742,-1.5133996,7.779103,0.013248744,-38.83328628540039
Cecropis_daurica,1,17,17,0.99968255,-0.003026192,17.706205,0.013389023,-40.58305740356445
Amaurornis_phoenicurus,1,6,6,1.0,-3.6781753e-07,26.453316,0.013513036,-45.360565185546875
Cacomantis_sonneratii,0,-1,18,0.8776593,-0.65297675,8.373809,0.01327434,-34.98837661743164
Arachnothera_longirostra,0,-1,41,0.53980273,-1.6031995,7.8721814,0.013254788,-42.3514404296875
Vanellus_indicus,1,74,74,0.9934637,-0.043066856,16.28471,0.013380872,-28.6882381439209
Falco_tinnunculus,1,33,33,0.99999976,-4.760341e-06,25.27302,0.01349315,-40.23237609863281
Picus_vittatus,0,-1,65,0.40825403,-2.0740833,6.0180984,0.013233322,-27.913766860961914
Eurystomus_orientalis,0,-1,28,0.98047686,-0.1402824,11.241314,0.01330856,-34.98108673095703
Tringa_ochropus,1,71,71,1.0,-1.951074e-06,21.69639,0.013465952,-26.448881149291992
Acrocephalus_bistrigiceps,1,1,1,1.0,-3.0172947e-11,37.647198,0.013673175,-31.862768173217773
Xenus_cinereus,0,-1,14,0.37127176,-2.6267612,5.7130723,0.013225445,-36.02263641357422
Cuculus_micropterus,1,26,26,0.9962656,-0.031306844,14.272016,0.013347367,-36.951324462890625
Amaurornis_phoenicurus,1,6,6,0.9999844,-0.0002243465,17.359749,0.013396236,-32.68627166748047
Nycticorax_nycticorax,1,50,50,0.99999976,-4.8173965e-06,24.25777,0.013496095,-37.92711639404297
Prinia_flaviventris,1,58,58,0.9999999,-1.3547422e-06,26.748981,0.013522004,-26.242097854614258
Accipiter_soloensis,0,-1,75,0.41364136,-1.9847121,7.340908,0.01324814,-38.15311813354492
Clanga_clanga,0,-1,53,0.31803828,-2.244907,8.054668,0.013246857,-40.82426071166992
Pluvialis_squatarola,1,57,62,0.44542524,-1.3319528,7.5716877,0.013260506,-28.087474822998047
Corvus_splendens,1,25,25,1.0,-7.0042375e-07,24.400023,0.013482321,-31.91246223449707
Ardea_cinerea,1,8,8,0.746652,-0.5795425,14.204572,0.013345837,-24.976415634155273
Falco_tinnunculus,1,33,33,0.99999845,-2.4106766e-05,22.674227,0.013472962,-39.75564956665039
Acrocephalus_bistrigiceps,1,1,1,1.0,-1.6655919e-06,21.331825,0.01345876,-28.062021255493164
Phylloscopus_coronatus,0,-1,54,0.24134031,-2.7111988,6.928071,0.013233272,-42.68361282348633
Orthotomus_sericeus,0,-1,51,0.41901615,-1.8951775,7.3414564,0.013244022,-39.17362594604492
Chlidonias_leucopterus,0,-1,67,0.97994024,-0.15754023,9.774753,0.013287575,-34.65443420410156
Caprimulgus_affinis,0,-1,75,0.9554603,-0.25703,10.03028,0.013299465,-33.322723388671875
Caprimulgus_jotaka,0,-1,18,0.99313086,-0.05572269,12.364512,0.013327325,-43.790306091308594
Motacilla_tschutschensis,1,46,46,0.99997354,-0.0003428786,17.78312,0.013405849,-35.46329116821289
Caprimulgus_jotaka,0,-1,29,0.29878953,-2.5988688,7.0958724,0.013240166,-36.60144805908203
Gallinula_chloropus,1,35,35,0.9999932,-9.0570844e-05,19.692358,0.013435977,-36.98930740356445
Himantopus_himantopus,1,39,39,0.9981927,-0.015818724,15.699967,0.013374517,-21.477155685424805
Passer_montanus,1,54,54,1.0,-4.0281237e-10,32.40493,0.013589142,-25.5580997467041
Hirundo_rustica,1,40,40,0.85293525,-0.5423192,9.063962,0.013290354,-26.989587783813477
Aethopyga_siparaja,0,-1,22,0.76893365,-0.95343864,9.239501,0.01327418,-38.887081146240234
Spatula_querquedula,1,63,63,0.9999999,-2.8047102e-06,24.85045,0.013493234,-24.62810516357422
Strix_leptogrammica,0,-1,57,0.2196093,-2.8093402,4.4192114,0.01323108,-14.679649353027344
Chlidonias_leucopterus,0,-1,66,0.38072762,-2.4805212,6.5446224,0.013233909,-31.334930419921875
Gallinago_gallinago,1,34,34,1.0,-9.633425e-07,23.117205,0.013473382,-27.121978759765625
Himantopus_himantopus,1,39,39,0.9999336,-0.0008176593,16.496977,0.013386187,-33.09323501586914
Caprimulgus_jotaka,0,-1,18,0.9999993,-1.2126084e-05,22.055378,0.0134618115,-36.54824447631836
Dicrurus_paradiseus,1,28,28,0.99999547,-7.097358e-05,19.45052,0.013417235,-36.66274642944336
Pitta_moluccensis,0,-1,38,0.40355155,-1.3826959,9.186095,0.013272784,-44.189693450927734
Sterna_sumatrana,0,-1,10,0.9997943,-0.0024778289,14.807669,0.013358263,-29.051748275756836
Pericrocotus_speciosus,0,-1,4,0.6534519,-1.3722413,8.494819,0.013262917,-47.22056198120117
Tringa_brevipes,0,-1,53,0.95590705,-0.241668,10.547233,0.013301893,-35.190162658691406
Orthotomus_sericeus,0,-1,2,0.79608095,-0.590737,11.009073,0.013304697,-36.83792495727539
Sterna_hirundo,1,66,66,1.0,-3.534811e-09,29.404062,0.0135719385,-23.242881774902344
Amaurornis_phoenicurus,1,6,6,0.99999857,-2.456765e-05,21.613413,0.013442277,-28.390016555786133
Lanius_cristatus,0,-1,14,0.33140337,-2.3453474,6.4916506,0.013237386,-35.500911712646484
Pellorneum_malaccense,0,-1,12,0.37494904,-2.4240298,5.7831745,0.013227259,-42.16541290283203
Anthreptes_malacensis,0,-1,51,0.77680975,-0.931216,8.939595,0.01327523,-29.884662628173828
Aethopyga_siparaja,0,-1,65,0.6481993,-1.2930667,8.143728,0.01326222,-38.53245544433594
Falco_peregrinus,1,32,32,0.99999964,-5.848788e-06,22.787067,0.013468522,-34.81254196166992
Picus_vittatus,0,-1,55,0.35152152,-2.2497463,6.332858,0.013230444,-42.51759719848633
Anthracoceros_albirostris,0,-1,36,0.9992637,-0.0077765067,13.512935,0.013343962,-33.04402160644531
Lonchura_punctulata,0,-1,61,0.8889087,-0.4533055,10.070874,0.013293945,-44.925106048583984
Todiramphus_chloris,0,-1,36,0.44071573,-1.8832319,6.8370633,0.013247504,-39.73869323730469
Aegithina_tiphia,1,4,4,0.9740113,-0.17910479,8.903063,0.0132894935,-34.235836029052734
Passer_montanus,1,54,54,0.9999938,-9.287627e-05,19.167917,0.013415287,-29.20551300048828
Hierococcyx_sparverioides,0,-1,55,0.79296833,-0.8330753,10.49877,0.013286571,-35.16439437866211
Centropus_bengalensis,0,-1,18,0.54359937,-0.9081501,13.310684,0.013326309,-52.256168365478516
Calidris_pugnax,0,-1,43,0.9898435,-0.05691855,20.145147,0.013426413,-28.296226501464844
Orthotomus_ruficeps,0,-1,51,0.74866694,-1.198091,7.6938276,0.013257879,-35.073707580566406
Phylloscopus_coronatus,0,-1,11,0.6851274,-1.2201917,7.8048177,0.013272241,-42.64875411987305
Cacomantis_merulinus,1,12,12,0.9999944,-9.025229e-05,18.25456,0.013407973,-39.4713134765625
Otus_lempiji,0,-1,47,0.9993104,-0.0069665643,14.48665,0.013357958,-43.99665451049805
Clanga_clanga,0,-1,71,0.38605615,-1.9282134,6.933592,0.013242549,-40.244686126708984
Pachycephala_cinerea,0,-1,4,0.2547749,-2.2519028,7.5178623,0.013239967,-33.976139068603516
Cacomantis_merulinus,1,12,12,0.9999924,-0.00010904863,19.355099,0.013423744,-31.390684127807617
Merops_philippinus,0,-1,46,0.9999453,-0.0006394785,19.00323,0.013410825,-50.87008285522461
Hirundo_rustica,1,40,40,1.0,-2.4338162e-08,27.03944,0.013527676,-20.231828689575195
Motacilla_tschutschensis,1,46,46,0.99846613,-0.013106694,15.42406,0.013359619,-33.9674072265625
Phylloscopus_coronatus,0,-1,24,0.32586798,-2.0075462,7.5314565,0.013243631,-43.11262130737305
Columba_livia,1,23,23,0.99999785,-3.0380023e-05,25.970175,0.013509236,-31.990873336791992
Corvus_splendens,1,25,25,1.0,-2.7985098e-07,26.407055,0.01350727,-27.501361846923828
Limosa_lapponica,1,42,42,0.99449337,-0.037295714,16.38502,0.013381109,-33.547428131103516
Ninox_scutulata,1,47,47,1.0,-5.428883e-08,26.25827,0.013523086,-33.93898391723633
Hypothymis_azurea,1,41,41,1.0,-5.586268e-07,25.033907,0.013490041,-23.53195571899414
Chrysophlegma_miniaceum,0,-1,31,0.79830325,-0.8931308,9.497706,0.013288598,-41.71931457519531
